date;time;p_e;P_th synthetisch;P_th synthetisch [MWh];p_fuel [mw]
29.05.25;07:00:00;78,92;0;0;0
29.05.25;08:00:00;52,28;0;0;0
29.05.25;09:00:00;13,15;0;0;0
29.05.25;10:00:00;0,83;0;0;0
29.05.25;11:00:00;-0,53;0;0;0
29.05.25;12:00:00;-1,58;0;0;0
29.05.25;13:00:00;-1,85;0;0;0
29.05.25;14:00:00;-1,53;0;0;0
29.05.25;15:00:00;-0,41;0;0;0
29.05.25;16:00:00;29,89;0;0;0
29.05.25;17:00:00;69,21;0;0;0
29.05.25;18:00:00;85,78;0;0;0
29.05.25;19:00:00;84,79;0;0;0
29.05.25;20:00:00;84,33;0;0;0
29.05.25;21:00:00;80,26;0;0;0
29.05.25;22:00:00;62,98;0;0;0
29.05.25;23:00:00;49,95;0;0;0
30.05.25;00:00:00;35,4;0;0;0
30.05.25;01:00:00;39,95;0;0;0
30.05.25;02:00:00;38,99;0;0;0
30.05.25;03:00:00;41,6;0;0;0
30.05.25;04:00:00;55,97;0;0;0
30.05.25;05:00:00;64,86;0;0;0
30.05.25;06:00:00;69,36;0;0;0
30.05.25;07:00:00;50,85;0;0;0
30.05.25;08:00:00;21,68;0;0;0
30.05.25;09:00:00;1;0;0;0
30.05.25;10:00:00;-0,24;0;0;0
30.05.25;11:00:00;-2,8;0;0;0
30.05.25;12:00:00;-5,87;0;0;0
30.05.25;13:00:00;-8,25;0;0;0
30.05.25;14:00:00;-4,56;0;0;0
30.05.25;15:00:00;-2,5;0;0;0
30.05.25;16:00:00;6,67;0;0;0
30.05.25;17:00:00;68,2;0;0;0
30.05.25;18:00:00;111,93;457,2943877;0,457294388;1,058551824
30.05.25;19:00:00;131,15;457,2943877;0,457294388;1,058551824
30.05.25;20:00:00;137,82;457,2943877;0,457294388;1,058551824
30.05.25;21:00:00;128,1;457,2943877;0,457294388;1,058551824
30.05.25;22:00:00;109,08;457,2943877;0,457294388;1,058551824
30.05.25;23:00:00;106,5;457,2943877;0,457294388;1,058551824
31.05.25;00:00:00;101,54;276,8938494;0,276893849;0,640957984
31.05.25;01:00:00;101,38;276,8938494;0,276893849;0,640957984
31.05.25;02:00:00;100,82;276,8938494;0,276893849;0,640957984
31.05.25;03:00:00;100,09;276,8938494;0,276893849;0,640957984
31.05.25;04:00:00;99,28;276,8938494;0,276893849;0,640957984
31.05.25;05:00:00;96,17;276,8938494;0,276893849;0,640957984
31.05.25;06:00:00;90,2;276,8938494;0,276893849;0,640957984
31.05.25;07:00:00;61,4;0;0;0
31.05.25;08:00:00;7,5;0;0;0
31.05.25;09:00:00;0,95;0;0;0
31.05.25;10:00:00;-0,95;0;0;0
31.05.25;11:00:00;-5,23;0;0;0
31.05.25;12:00:00;-12,44;0;0;0
31.05.25;13:00:00;-9,67;0;0;0
31.05.25;14:00:00;-2,93;0;0;0
31.05.25;15:00:00;-0,71;0;0;0
31.05.25;16:00:00;45,24;0;0;0
31.05.25;17:00:00;94,84;276,8938494;0,276893849;0,640957984
31.05.25;18:00:00;127,85;457,2943877;0,457294388;1,058551824
31.05.25;19:00:00;179,71;457,2943877;0,457294388;1,058551824
31.05.25;20:00:00;177,97;457,2943877;0,457294388;1,058551824
31.05.25;21:00:00;130,17;457,2943877;0,457294388;1,058551824
31.05.25;22:00:00;105,55;457,2943877;0,457294388;1,058551824
31.05.25;23:00:00;91,68;276,8938494;0,276893849;0,640957984
01.06.25;00:00:00;86,5;0;0;0
01.06.25;01:00:00;78,89;0;0;0
01.06.25;02:00:00;75,73;0;0;0
01.06.25;03:00:00;73,89;0;0;0
01.06.25;04:00:00;66,07;0;0;0
01.06.25;05:00:00;51,88;0;0;0
01.06.25;06:00:00;36,08;0;0;0
01.06.25;07:00:00;18,71;0;0;0
01.06.25;08:00:00;10,6;0;0;0
01.06.25;09:00:00;3,62;0;0;0
01.06.25;10:00:00;-2,54;0;0;0
01.06.25;11:00:00;-9,78;0;0;0
01.06.25;12:00:00;-16,31;0;0;0
01.06.25;13:00:00;-22,32;0;0;0
01.06.25;14:00:00;-17,94;0;0;0
01.06.25;15:00:00;-10,37;0;0;0
01.06.25;16:00:00;-3,23;0;0;0
01.06.25;17:00:00;28,49;0;0;0
01.06.25;18:00:00;77,05;0;0;0
01.06.25;19:00:00;94,41;276,8938494;0,276893849;0,640957984
01.06.25;20:00:00;100,88;276,8938494;0,276893849;0,640957984
01.06.25;21:00:00;99,17;276,8938494;0,276893849;0,640957984
01.06.25;22:00:00;88,26;276,8938494;0,276893849;0,640957984
01.06.25;23:00:00;82,99;0;0;0
02.06.25;00:00:00;76,53;0;0;0
02.06.25;01:00:00;78,28;0;0;0
02.06.25;02:00:00;79,78;0;0;0
02.06.25;03:00:00;83,02;0;0;0
02.06.25;04:00:00;88,2;276,8938494;0,276893849;0,640957984
02.06.25;05:00:00;111,14;457,2943877;0,457294388;1,058551824
02.06.25;06:00:00;125,61;457,2943877;0,457294388;1,058551824
02.06.25;07:00:00;108,18;457,2943877;0,457294388;1,058551824
02.06.25;08:00:00;86,14;0;0;0
02.06.25;09:00:00;62,09;0;0;0
02.06.25;10:00:00;43,26;0;0;0
02.06.25;11:00:00;28;0;0;0
02.06.25;12:00:00;17,72;0;0;0
02.06.25;13:00:00;12,3;0;0;0
02.06.25;14:00:00;21,8;0;0;0
02.06.25;15:00:00;53,66;0;0;0
02.06.25;16:00:00;77,33;0;0;0
02.06.25;17:00:00;98,12;276,8938494;0,276893849;0,640957984
02.06.25;18:00:00;127,89;457,2943877;0,457294388;1,058551824
02.06.25;19:00:00;190,18;457,2943877;0,457294388;1,058551824
02.06.25;20:00:00;205,23;457,2943877;0,457294388;1,058551824
02.06.25;21:00:00;133,78;457,2943877;0,457294388;1,058551824
02.06.25;22:00:00;109,2;457,2943877;0,457294388;1,058551824
02.06.25;23:00:00;109,95;457,2943877;0,457294388;1,058551824
03.06.25;00:00:00;105,88;457,2943877;0,457294388;1,058551824
03.06.25;01:00:00;99,48;276,8938494;0,276893849;0,640957984
03.06.25;02:00:00;96,61;276,8938494;0,276893849;0,640957984
03.06.25;03:00:00;95,76;276,8938494;0,276893849;0,640957984
03.06.25;04:00:00;107,25;457,2943877;0,457294388;1,058551824
03.06.25;05:00:00;126,89;457,2943877;0,457294388;1,058551824
03.06.25;06:00:00;113,93;457,2943877;0,457294388;1,058551824
03.06.25;07:00:00;91,24;276,8938494;0,276893849;0,640957984
03.06.25;08:00:00;62,98;0;0;0
03.06.25;09:00:00;11,5;0;0;0
03.06.25;10:00:00;1,25;0;0;0
03.06.25;11:00:00;0,44;0;0;0
03.06.25;12:00:00;-2,21;0;0;0
03.06.25;13:00:00;-1,87;0;0;0
03.06.25;14:00:00;1,29;0;0;0
03.06.25;15:00:00;6,42;0;0;0
03.06.25;16:00:00;66,6;0;0;0
03.06.25;17:00:00;91,92;276,8938494;0,276893849;0,640957984
03.06.25;18:00:00;111;457,2943877;0,457294388;1,058551824
03.06.25;19:00:00;141,2;457,2943877;0,457294388;1,058551824
03.06.25;20:00:00;124,01;457,2943877;0,457294388;1,058551824
03.06.25;21:00:00;105,69;457,2943877;0,457294388;1,058551824
03.06.25;22:00:00;93,78;276,8938494;0,276893849;0,640957984
03.06.25;23:00:00;79,98;0;0;0
04.06.25;00:00:00;74,36;0;0;0
04.06.25;01:00:00;68,68;0;0;0
04.06.25;02:00:00;71,02;0;0;0
04.06.25;03:00:00;72,52;0;0;0
04.06.25;04:00:00;84,19;0;0;0
04.06.25;05:00:00;99,91;276,8938494;0,276893849;0,640957984
04.06.25;06:00:00;112,58;457,2943877;0,457294388;1,058551824
04.06.25;07:00:00;103,8;457,2943877;0,457294388;1,058551824
04.06.25;08:00:00;78,49;0;0;0
04.06.25;09:00:00;64,58;0;0;0
04.06.25;10:00:00;39,28;0;0;0
04.06.25;11:00:00;20,57;0;0;0
04.06.25;12:00:00;17,31;0;0;0
04.06.25;13:00:00;24,12;0;0;0
04.06.25;14:00:00;47,03;0;0;0
04.06.25;15:00:00;71,02;0;0;0
04.06.25;16:00:00;88,51;276,8938494;0,276893849;0,640957984
04.06.25;17:00:00;105;457,2943877;0,457294388;1,058551824
04.06.25;18:00:00;138,25;457,2943877;0,457294388;1,058551824
04.06.25;19:00:00;183,34;457,2943877;0,457294388;1,058551824
04.06.25;20:00:00;150,38;457,2943877;0,457294388;1,058551824
04.06.25;21:00:00;117,99;457,2943877;0,457294388;1,058551824
04.06.25;22:00:00;101,01;276,8938494;0,276893849;0,640957984
04.06.25;23:00:00;95,97;276,8938494;0,276893849;0,640957984
05.06.25;00:00:00;91,5;276,8938494;0,276893849;0,640957984
05.06.25;01:00:00;87,78;276,8938494;0,276893849;0,640957984
05.06.25;02:00:00;86,64;0;0;0
05.06.25;03:00:00;86,87;0;0;0
05.06.25;04:00:00;90,4;276,8938494;0,276893849;0,640957984
05.06.25;05:00:00;114,8;457,2943877;0,457294388;1,058551824
05.06.25;06:00:00;129,9;457,2943877;0,457294388;1,058551824
05.06.25;07:00:00;117,94;457,2943877;0,457294388;1,058551824
05.06.25;08:00:00;84,55;0;0;0
05.06.25;09:00:00;61,48;0;0;0
05.06.25;10:00:00;43,37;0;0;0
05.06.25;11:00:00;17,88;0;0;0
05.06.25;12:00:00;10,59;0;0;0
05.06.25;13:00:00;9,59;0;0;0
05.06.25;14:00:00;21,3;0;0;0
05.06.25;15:00:00;51,08;0;0;0
05.06.25;16:00:00;78,11;0;0;0
05.06.25;17:00:00;99,18;276,8938494;0,276893849;0,640957984
05.06.25;18:00:00;113,85;457,2943877;0,457294388;1,058551824
05.06.25;19:00:00;133,15;457,2943877;0,457294388;1,058551824
05.06.25;20:00:00;112,05;457,2943877;0,457294388;1,058551824
05.06.25;21:00:00;95,58;276,8938494;0,276893849;0,640957984
05.06.25;22:00:00;80,47;0;0;0
05.06.25;23:00:00;76,15;0;0;0
06.06.25;00:00:00;65,81;0;0;0
06.06.25;01:00:00;60,98;0;0;0
06.06.25;02:00:00;54,24;0;0;0
06.06.25;03:00:00;51,64;0;0;0
06.06.25;04:00:00;59,3;0;0;0
06.06.25;05:00:00;67,59;0;0;0
06.06.25;06:00:00;73,88;0;0;0
06.06.25;07:00:00;58,35;0;0;0
06.06.25;08:00:00;12,67;0;0;0
06.06.25;09:00:00;0,81;0;0;0
06.06.25;10:00:00;-0,59;0;0;0
06.06.25;11:00:00;-3,04;0;0;0
06.06.25;12:00:00;-6,52;0;0;0
06.06.25;13:00:00;-10,19;0;0;0
06.06.25;14:00:00;-6,55;0;0;0
06.06.25;15:00:00;-1,99;0;0;0
06.06.25;16:00:00;1,08;0;0;0
06.06.25;17:00:00;57,63;0;0;0
06.06.25;18:00:00;92,59;276,8938494;0,276893849;0,640957984
06.06.25;19:00:00;120,1;457,2943877;0,457294388;1,058551824
06.06.25;20:00:00;128,66;457,2943877;0,457294388;1,058551824
06.06.25;21:00:00;119,47;457,2943877;0,457294388;1,058551824
06.06.25;22:00:00;101,27;276,8938494;0,276893849;0,640957984
06.06.25;23:00:00;90,65;276,8938494;0,276893849;0,640957984
07.06.25;00:00:00;85,14;0;0;0
07.06.25;01:00:00;80,69;0;0;0
07.06.25;02:00:00;81,66;0;0;0
07.06.25;03:00:00;83,63;0;0;0
07.06.25;04:00:00;87,92;276,8938494;0,276893849;0,640957984
07.06.25;05:00:00;86,14;0;0;0
07.06.25;06:00:00;85,67;0;0;0
07.06.25;07:00:00;78,48;0;0;0
07.06.25;08:00:00;59,28;0;0;0
07.06.25;09:00:00;29,41;0;0;0
07.06.25;10:00:00;8,57;0;0;0
07.06.25;11:00:00;3,18;0;0;0
07.06.25;12:00:00;-0,77;0;0;0
07.06.25;13:00:00;-1,45;0;0;0
07.06.25;14:00:00;-1,81;0;0;0
07.06.25;15:00:00;-1,45;0;0;0
07.06.25;16:00:00;22,74;0;0;0
07.06.25;17:00:00;66,19;0;0;0
07.06.25;18:00:00;87,4;0;0;0
07.06.25;19:00:00;107,05;457,2943877;0,457294388;1,058551824
07.06.25;20:00:00;108,27;457,2943877;0,457294388;1,058551824
07.06.25;21:00:00;94,95;276,8938494;0,276893849;0,640957984
07.06.25;22:00:00;80,45;0;0;0
07.06.25;23:00:00;84,38;0;0;0
08.06.25;00:00:00;71,4;0;0;0
08.06.25;01:00:00;60,56;0;0;0
08.06.25;02:00:00;48,77;0;0;0
08.06.25;03:00:00;41,96;0;0;0
08.06.25;04:00:00;34,48;0;0;0
08.06.25;05:00:00;20,16;0;0;0
08.06.25;06:00:00;1,81;0;0;0
08.06.25;07:00:00;-0,5;0;0;0
08.06.25;08:00:00;-2,77;0;0;0
08.06.25;09:00:00;-7,29;0;0;0
08.06.25;10:00:00;-16,29;0;0;0
08.06.25;11:00:00;-44,27;0;0;0
08.06.25;12:00:00;-59,04;0;0;0
08.06.25;13:00:00;-65,77;0;0;0
08.06.25;14:00:00;-61,77;0;0;0
08.06.25;15:00:00;-45,9;0;0;0
08.06.25;16:00:00;-18,25;0;0;0
08.06.25;17:00:00;-1,41;0;0;0
08.06.25;18:00:00;23,83;0;0;0
08.06.25;19:00:00;44,17;0;0;0
08.06.25;20:00:00;58,04;0;0;0
08.06.25;21:00:00;62,9;0;0;0
08.06.25;22:00:00;51,26;0;0;0
08.06.25;23:00:00;20,95;0;0;0
09.06.25;00:00:00;19,12;0;0;0
09.06.25;01:00:00;9,95;0;0;0
09.06.25;02:00:00;13,59;0;0;0
09.06.25;03:00:00;20,61;0;0;0
09.06.25;04:00:00;29,45;0;0;0
09.06.25;05:00:00;37,61;0;0;0
09.06.25;06:00:00;37,13;0;0;0
09.06.25;07:00:00;13,95;0;0;0
09.06.25;08:00:00;1,54;0;0;0
09.06.25;09:00:00;-5,09;0;0;0
09.06.25;10:00:00;-9,23;0;0;0
09.06.25;11:00:00;-20,3;0;0;0
09.06.25;12:00:00;-32,1;0;0;0
09.06.25;13:00:00;-30,19;0;0;0
09.06.25;14:00:00;-17,11;0;0;0
09.06.25;15:00:00;-8,16;0;0;0
09.06.25;16:00:00;4,1;0;0;0
09.06.25;17:00:00;52,02;0;0;0
09.06.25;18:00:00;101,29;276,8938494;0,276893849;0,640957984
09.06.25;19:00:00;119,25;457,2943877;0,457294388;1,058551824
09.06.25;20:00:00;128,61;457,2943877;0,457294388;1,058551824
09.06.25;21:00:00;115,84;457,2943877;0,457294388;1,058551824
09.06.25;22:00:00;95,87;276,8938494;0,276893849;0,640957984
09.06.25;23:00:00;90,32;276,8938494;0,276893849;0,640957984
10.06.25;00:00:00;81,51;0;0;0
10.06.25;01:00:00;74,73;0;0;0
10.06.25;02:00:00;69,93;0;0;0
10.06.25;03:00:00;66,94;0;0;0
10.06.25;04:00:00;76,09;0;0;0
10.06.25;05:00:00;100,43;276,8938494;0,276893849;0,640957984
10.06.25;06:00:00;104,13;457,2943877;0,457294388;1,058551824
10.06.25;07:00:00;85,27;0;0;0
10.06.25;08:00:00;69,5;0;0;0
10.06.25;09:00:00;20,61;0;0;0
10.06.25;10:00:00;7,25;0;0;0
10.06.25;11:00:00;2,82;0;0;0
10.06.25;12:00:00;-0,68;0;0;0
10.06.25;13:00:00;1,5;0;0;0
10.06.25;14:00:00;1,41;0;0;0
10.06.25;15:00:00;11,5;0;0;0
10.06.25;16:00:00;57,91;0;0;0
10.06.25;17:00:00;79,14;0;0;0
10.06.25;18:00:00;98,29;276,8938494;0,276893849;0,640957984
10.06.25;19:00:00;112,61;457,2943877;0,457294388;1,058551824
10.06.25;20:00:00;113,45;457,2943877;0,457294388;1,058551824
10.06.25;21:00:00;110,32;457,2943877;0,457294388;1,058551824
10.06.25;22:00:00;98,16;276,8938494;0,276893849;0,640957984
10.06.25;23:00:00;69,59;0;0;0
11.06.25;00:00:00;69,87;0;0;0
11.06.25;01:00:00;67,78;0;0;0
11.06.25;02:00:00;68,98;0;0;0
11.06.25;03:00:00;72,78;0;0;0
11.06.25;04:00:00;81,79;0;0;0
11.06.25;05:00:00;101,07;276,8938494;0,276893849;0,640957984
11.06.25;06:00:00;107;457,2943877;0,457294388;1,058551824
11.06.25;07:00:00;88,49;276,8938494;0,276893849;0,640957984
11.06.25;08:00:00;68,25;0;0;0
11.06.25;09:00:00;25,83;0;0;0
11.06.25;10:00:00;5,5;0;0;0
11.06.25;11:00:00;-0,16;0;0;0
11.06.25;12:00:00;-1,74;0;0;0
11.06.25;13:00:00;-3,54;0;0;0
11.06.25;14:00:00;-1,87;0;0;0
11.06.25;15:00:00;3,66;0;0;0
11.06.25;16:00:00;64,86;0;0;0
11.06.25;17:00:00;93,27;276,8938494;0,276893849;0,640957984
11.06.25;18:00:00;128,68;457,2943877;0,457294388;1,058551824
11.06.25;19:00:00;200,52;457,2943877;0,457294388;1,058551824
11.06.25;20:00:00;171,8;457,2943877;0,457294388;1,058551824
11.06.25;21:00:00;119,81;457,2943877;0,457294388;1,058551824
11.06.25;22:00:00;100,48;276,8938494;0,276893849;0,640957984
11.06.25;23:00:00;96,22;276,8938494;0,276893849;0,640957984
12.06.25;00:00:00;90,1;276,8938494;0,276893849;0,640957984
12.06.25;01:00:00;87,52;0;0;0
12.06.25;02:00:00;86,22;0;0;0
12.06.25;03:00:00;89,28;276,8938494;0,276893849;0,640957984
12.06.25;04:00:00;96;276,8938494;0,276893849;0,640957984
12.06.25;05:00:00;114,48;457,2943877;0,457294388;1,058551824
12.06.25;06:00:00;106,21;457,2943877;0,457294388;1,058551824
12.06.25;07:00:00;83,98;0;0;0
12.06.25;08:00:00;43,74;0;0;0
12.06.25;09:00:00;4,35;0;0;0
12.06.25;10:00:00;-1,5;0;0;0
12.06.25;11:00:00;-11,06;0;0;0
12.06.25;12:00:00;-22,63;0;0;0
12.06.25;13:00:00;-21,56;0;0;0
12.06.25;14:00:00;-8,96;0;0;0
12.06.25;15:00:00;2,22;0;0;0
12.06.25;16:00:00;22,56;0;0;0
12.06.25;17:00:00;76,94;0;0;0
12.06.25;18:00:00;108,4;457,2943877;0,457294388;1,058551824
12.06.25;19:00:00;128;457,2943877;0,457294388;1,058551824
12.06.25;20:00:00;112,49;457,2943877;0,457294388;1,058551824
12.06.25;21:00:00;104,01;457,2943877;0,457294388;1,058551824
12.06.25;22:00:00;88,62;276,8938494;0,276893849;0,640957984
12.06.25;23:00:00;73,53;0;0;0
13.06.25;00:00:00;60,2;0;0;0
13.06.25;01:00:00;61,09;0;0;0
13.06.25;02:00:00;62,84;0;0;0
13.06.25;03:00:00;64,88;0;0;0
13.06.25;04:00:00;71,61;0;0;0
13.06.25;05:00:00;85,18;0;0;0
13.06.25;06:00:00;87,48;0;0;0
13.06.25;07:00:00;72,69;0;0;0
13.06.25;08:00:00;39,91;0;0;0
13.06.25;09:00:00;5,38;0;0;0
13.06.25;10:00:00;-1,31;0;0;0
13.06.25;11:00:00;-3,69;0;0;0
13.06.25;12:00:00;-7,5;0;0;0
13.06.25;13:00:00;-6,8;0;0;0
13.06.25;14:00:00;-3,44;0;0;0
13.06.25;15:00:00;2,29;0;0;0
13.06.25;16:00:00;37,41;0;0;0
13.06.25;17:00:00;80,62;0;0;0
13.06.25;18:00:00;105,23;457,2943877;0,457294388;1,058551824
13.06.25;19:00:00;111,65;457,2943877;0,457294388;1,058551824
13.06.25;20:00:00;98,39;276,8938494;0,276893849;0,640957984
13.06.25;21:00:00;89,77;276,8938494;0,276893849;0,640957984
13.06.25;22:00:00;74,85;0;0;0
13.06.25;23:00:00;69,41;0;0;0
14.06.25;00:00:00;64,52;0;0;0
14.06.25;01:00:00;61,24;0;0;0
14.06.25;02:00:00;60,15;0;0;0
14.06.25;03:00:00;59,98;0;0;0
14.06.25;04:00:00;57,38;0;0;0
14.06.25;05:00:00;47,29;0;0;0
14.06.25;06:00:00;23,91;0;0;0
14.06.25;07:00:00;8,65;0;0;0
14.06.25;08:00:00;-0,41;0;0;0
14.06.25;09:00:00;-2,06;0;0;0
14.06.25;10:00:00;-7,53;0;0;0
14.06.25;11:00:00;-26,31;0;0;0
14.06.25;12:00:00;-27,22;0;0;0
14.06.25;13:00:00;-19,1;0;0;0
14.06.25;14:00:00;-6,16;0;0;0
14.06.25;15:00:00;0,05;0;0;0
14.06.25;16:00:00;18,04;0;0;0
14.06.25;17:00:00;80,61;0;0;0
14.06.25;18:00:00;110,88;457,2943877;0,457294388;1,058551824
14.06.25;19:00:00;125,66;457,2943877;0,457294388;1,058551824
14.06.25;20:00:00;115,29;457,2943877;0,457294388;1,058551824
14.06.25;21:00:00;114,25;457,2943877;0,457294388;1,058551824
14.06.25;22:00:00;102,71;276,8938494;0,276893849;0,640957984
14.06.25;23:00:00;89,17;276,8938494;0,276893849;0,640957984
15.06.25;00:00:00;84,86;0;0;0
15.06.25;01:00:00;84,12;0;0;0
15.06.25;02:00:00;85,88;0;0;0
15.06.25;03:00:00;86,98;0;0;0
15.06.25;04:00:00;85,02;0;0;0
15.06.25;05:00:00;79,47;0;0;0
15.06.25;06:00:00;65,38;0;0;0
15.06.25;07:00:00;49,33;0;0;0
15.06.25;08:00:00;14,62;0;0;0
15.06.25;09:00:00;3,98;0;0;0
15.06.25;10:00:00;0,95;0;0;0
15.06.25;11:00:00;-0,11;0;0;0
15.06.25;12:00:00;-2,8;0;0;0
15.06.25;13:00:00;-2,57;0;0;0
15.06.25;14:00:00;0,35;0;0;0
15.06.25;15:00:00;5,85;0;0;0
15.06.25;16:00:00;53,34;0;0;0
15.06.25;17:00:00;94,34;276,8938494;0,276893849;0,640957984
15.06.25;18:00:00;109,75;457,2943877;0,457294388;1,058551824
15.06.25;19:00:00;122,4;457,2943877;0,457294388;1,058551824
15.06.25;20:00:00;130,81;457,2943877;0,457294388;1,058551824
15.06.25;21:00:00;119,81;457,2943877;0,457294388;1,058551824
15.06.25;22:00:00;102,05;276,8938494;0,276893849;0,640957984
15.06.25;23:00:00;96,4;276,8938494;0,276893849;0,640957984
16.06.25;00:00:00;86,46;0;0;0
16.06.25;01:00:00;82,68;0;0;0
16.06.25;02:00:00;81,78;0;0;0
16.06.25;03:00:00;81,64;0;0;0
16.06.25;04:00:00;87,35;0;0;0
16.06.25;05:00:00;118,39;457,2943877;0,457294388;1,058551824
16.06.25;06:00:00;127,22;457,2943877;0,457294388;1,058551824
16.06.25;07:00:00;106,46;457,2943877;0,457294388;1,058551824
16.06.25;08:00:00;84,54;0;0;0
16.06.25;09:00:00;61,01;0;0;0
16.06.25;10:00:00;35,86;0;0;0
16.06.25;11:00:00;7,78;0;0;0
16.06.25;12:00:00;5,38;0;0;0
16.06.25;13:00:00;5,6;0;0;0
16.06.25;14:00:00;5,05;0;0;0
16.06.25;15:00:00;20,24;0;0;0
16.06.25;16:00:00;69,9;0;0;0
16.06.25;17:00:00;94,65;276,8938494;0,276893849;0,640957984
16.06.25;18:00:00;120,65;457,2943877;0,457294388;1,058551824
16.06.25;19:00:00;176,55;457,2943877;0,457294388;1,058551824
16.06.25;20:00:00;170,78;457,2943877;0,457294388;1,058551824
16.06.25;21:00:00;128,79;457,2943877;0,457294388;1,058551824
16.06.25;22:00:00;105,28;457,2943877;0,457294388;1,058551824
16.06.25;23:00:00;107,14;457,2943877;0,457294388;1,058551824
17.06.25;00:00:00;101,63;276,8938494;0,276893849;0,640957984
17.06.25;01:00:00;97,24;276,8938494;0,276893849;0,640957984
17.06.25;02:00:00;97,17;276,8938494;0,276893849;0,640957984
17.06.25;03:00:00;98,26;276,8938494;0,276893849;0,640957984
17.06.25;04:00:00;106,66;457,2943877;0,457294388;1,058551824
17.06.25;05:00:00;124,48;457,2943877;0,457294388;1,058551824
17.06.25;06:00:00;115,25;457,2943877;0,457294388;1,058551824
17.06.25;07:00:00;99,51;276,8938494;0,276893849;0,640957984
17.06.25;08:00:00;75,1;0;0;0
17.06.25;09:00:00;22,47;0;0;0
17.06.25;10:00:00;2,24;0;0;0
17.06.25;11:00:00;-0,15;0;0;0
17.06.25;12:00:00;-2,39;0;0;0
17.06.25;13:00:00;-3,55;0;0;0
17.06.25;14:00:00;-0,99;0;0;0
17.06.25;15:00:00;18,28;0;0;0
17.06.25;16:00:00;77,22;0;0;0
17.06.25;17:00:00;103,76;457,2943877;0,457294388;1,058551824
17.06.25;18:00:00;131,51;457,2943877;0,457294388;1,058551824
17.06.25;19:00:00;234,23;457,2943877;0,457294388;1,058551824
17.06.25;20:00:00;234,65;457,2943877;0,457294388;1,058551824
17.06.25;21:00:00;145,34;457,2943877;0,457294388;1,058551824
17.06.25;22:00:00;124,32;457,2943877;0,457294388;1,058551824
17.06.25;23:00:00;112;457,2943877;0,457294388;1,058551824
18.06.25;00:00:00;107,4;457,2943877;0,457294388;1,058551824
18.06.25;01:00:00;102,25;276,8938494;0,276893849;0,640957984
18.06.25;02:00:00;97,94;276,8938494;0,276893849;0,640957984
18.06.25;03:00:00;98,52;276,8938494;0,276893849;0,640957984
18.06.25;04:00:00;105,5;457,2943877;0,457294388;1,058551824
18.06.25;05:00:00;113,67;457,2943877;0,457294388;1,058551824
18.06.25;06:00:00;114,62;457,2943877;0,457294388;1,058551824
18.06.25;07:00:00;106,45;457,2943877;0,457294388;1,058551824
18.06.25;08:00:00;79,14;0;0;0
18.06.25;09:00:00;24,04;0;0;0
18.06.25;10:00:00;2,93;0;0;0
18.06.25;11:00:00;-0,85;0;0;0
18.06.25;12:00:00;-2,56;0;0;0
18.06.25;13:00:00;-3,7;0;0;0
18.06.25;14:00:00;-2,28;0;0;0
18.06.25;15:00:00;2,34;0;0;0
18.06.25;16:00:00;69,21;0;0;0
18.06.25;17:00:00;97,68;276,8938494;0,276893849;0,640957984
18.06.25;18:00:00;114,54;457,2943877;0,457294388;1,058551824
18.06.25;19:00:00;147,11;457,2943877;0,457294388;1,058551824
18.06.25;20:00:00;163,89;457,2943877;0,457294388;1,058551824
18.06.25;21:00:00;130,89;457,2943877;0,457294388;1,058551824
18.06.25;22:00:00;112,28;457,2943877;0,457294388;1,058551824
18.06.25;23:00:00;113,49;457,2943877;0,457294388;1,058551824
19.06.25;00:00:00;107,24;457,2943877;0,457294388;1,058551824
19.06.25;01:00:00;105,2;457,2943877;0,457294388;1,058551824
19.06.25;02:00:00;99,75;276,8938494;0,276893849;0,640957984
19.06.25;03:00:00;99,21;276,8938494;0,276893849;0,640957984
19.06.25;04:00:00;96,56;276,8938494;0,276893849;0,640957984
19.06.25;05:00:00;95,12;276,8938494;0,276893849;0,640957984
19.06.25;06:00:00;89,98;276,8938494;0,276893849;0,640957984
19.06.25;07:00:00;66,53;0;0;0
19.06.25;08:00:00;3,31;0;0;0
19.06.25;09:00:00;-3,99;0;0;0
19.06.25;10:00:00;-22,3;0;0;0
19.06.25;11:00:00;-49,3;0;0;0
19.06.25;12:00:00;-59,73;0;0;0
19.06.25;13:00:00;-56,48;0;0;0
19.06.25;14:00:00;-30,97;0;0;0
19.06.25;15:00:00;-4,26;0;0;0
19.06.25;16:00:00;6,25;0;0;0
19.06.25;17:00:00;76,23;0;0;0
19.06.25;18:00:00;110,97;457,2943877;0,457294388;1,058551824
19.06.25;19:00:00;140,12;457,2943877;0,457294388;1,058551824
19.06.25;20:00:00;145,68;457,2943877;0,457294388;1,058551824
19.06.25;21:00:00;125,26;457,2943877;0,457294388;1,058551824
19.06.25;22:00:00;109,44;457,2943877;0,457294388;1,058551824
19.06.25;23:00:00;103,6;457,2943877;0,457294388;1,058551824
20.06.25;00:00:00;100,27;276,8938494;0,276893849;0,640957984
20.06.25;01:00:00;99,24;276,8938494;0,276893849;0,640957984
20.06.25;02:00:00;99,71;276,8938494;0,276893849;0,640957984
20.06.25;03:00:00;100,15;276,8938494;0,276893849;0,640957984
20.06.25;04:00:00;104,98;457,2943877;0,457294388;1,058551824
20.06.25;05:00:00;116,99;457,2943877;0,457294388;1,058551824
